"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] RestaurantNameComparatorJaccard record1Value","[0] RestaurantNameComparatorJaccard record2Value","[0] RestaurantNameComparatorJaccard record1PreprocessedValue","[0] RestaurantNameComparatorJaccard record2PreprocessedValue","[0] RestaurantNameComparatorJaccard similarity","[0] RestaurantNameComparatorJaccard postproccesedSimilarity","[1] RestaurantAddressComparatorJaccard record1Value","[1] RestaurantAddressComparatorJaccard record2Value","[1] RestaurantAddressComparatorJaccard record1PreprocessedValue","[1] RestaurantAddressComparatorJaccard record2PreprocessedValue","[1] RestaurantAddressComparatorJaccard similarity","[1] RestaurantAddressComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","zomato1328","yellow_7493","0.0",,"feed","111 wacker restaurant","feed","111 wacker restaurant","0.0","0.0","2803 w. chicago avenue","111 s wacker dr","2803 w. chicago avenue","111 s wacker dr","0.0","0.0"
"LinearCombinationMatchingRule","zomato1328","yellow_7492","0.0",,"feed","greek islands restaurant","feed","greek islands restaurant","0.0","0.0","2803 w. chicago avenue","200 s halsted st","2803 w. chicago avenue","200 s halsted st","0.0","0.0"
"LinearCombinationMatchingRule","zomato1328","yellow_7494","0.0625",,"feed","prestige chinese food","feed","prestige chinese food","0.0","0.0","2803 w. chicago avenue","2055 w 79th st","2803 w. chicago avenue","2055 w 79th st","0.125","0.125"
"LinearCombinationMatchingRule","zomato5800","yellow_2741","0.1",,"olio e piu","back forty","olio e piu","back forty","0.0","0.0","3 greenwich avenue","190 avenue b","3 greenwich avenue","190 avenue b","0.2","0.2"
"LinearCombinationMatchingRule","zomato6563","yellow_2099","0.0",,"lilli and loo","erminia italian restaurant","lilli and loo","erminia italian restaurant","0.0","0.0","792 lexington avenue","250 e 83rd st","792 lexington avenue","250 e 83rd st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5800","yellow_2742","0.0",,"olio e piu","sake bar satsko","olio e piu","sake bar satsko","0.0","0.0","3 greenwich avenue","202 e 7th st","3 greenwich avenue","202 e 7th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5809","yellow_2744","0.0",,"sundaes & cones","kitaro sushi inc","sundaes & cones","kitaro sushi inc","0.0","0.0","95 e 10th street","510 amsterdam ave","95 e 10th street","510 amsterdam ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato5809","yellow_2743","0.0",,"sundaes & cones","barkogi","sundaes & cones","barkogi","0.0","0.0","95 e 10th street","957 2nd ave","95 e 10th street","957 2nd ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato5808","yellow_2749","0.0",,"cozy soup 'n' burger","la goulue restaurant","cozy soup 'n' burger","la goulue restaurant","0.0","0.0","739 broadway","746 madison ave","739 broadway","746 madison ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato270","yellow_7225","0.07142857142857142",,"kohan japanese restaurant","china delight","kohan japanese restaurant","china delight","0.0","0.0","730 w. maxwell street","6618 w north ave","730 w. maxwell street","6618 w north ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato270","yellow_7226","0.0",,"kohan japanese restaurant","rotana cafe","kohan japanese restaurant","rotana cafe","0.0","0.0","730 w. maxwell street","4821 n pulaski rd","730 w. maxwell street","4821 n pulaski rd","0.0","0.0"
"LinearCombinationMatchingRule","zomato5857","yellow_2799","0.0",,"supper","pig n whistle","supper","pig n whistle","0.0","0.0","156 e 2nd street","58 w 48th st","156 e 2nd street","58 w 48th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5856","yellow_2799","0.125",,"katsu-hama 55st","pig n whistle","katsu-hama 55st","pig n whistle","0.0","0.0","45 w 55th street","58 w 48th st","45 w 55th street","58 w 48th st","0.25","0.25"
"LinearCombinationMatchingRule","zomato515","yellow_8930","0.0",,"margie's candies","taste of asia","margie's candies","taste of asia","0.0","0.0","1960 n. western avenue","2230 s wentworth ave","1960 n. western avenue","2230 s wentworth ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato295","yellow_7239","0.07142857142857142",,"miss asia","takito kitchen","miss asia","takito kitchen","0.0","0.0","434 w. diversey parkway","2013 w division st","434 w. diversey parkway","2013 w division st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato5947","yellow_1419","0.0",,"the half king","new tu do restaurant corp","the half king","new tu do restaurant corp","0.0","0.0","505 w 23rd street","102 bowery","505 w 23rd street","102 bowery","0.0","0.0"
"LinearCombinationMatchingRule","zomato5947","yellow_1418","0.0",,"the half king","agra indian & pakistan","the half king","agra indian & pakistan","0.0","0.0","505 w 23rd street","807 lexington ave","505 w 23rd street","807 lexington ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato5946","yellow_1418","0.0",,"il buco","agra indian & pakistan","il buco","agra indian & pakistan","0.0","0.0","47 bond street","807 lexington ave","47 bond street","807 lexington ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato5946","yellow_1419","0.0",,"il buco","new tu do restaurant corp","il buco","new tu do restaurant corp","0.0","0.0","47 bond street","102 bowery","47 bond street","102 bowery","0.0","0.0"
"LinearCombinationMatchingRule","zomato1436","yellow_6130","0.0",,"blue frog's local 22","oggi trattoria","blue frog's local 22","oggi trattoria","0.0","0.0","22 e. hubbard street","1118 w grand ave","22 e. hubbard street","1118 w grand ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato6545","yellow_2071","0.0",,"maze","isle thai restaurant","maze","isle thai restaurant","0.0","0.0","151 west 54th street","282 bleecker st","151 west 54th street","282 bleecker st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6545","yellow_2072","0.05555555555555555",,"maze","kristalbelli","maze","kristalbelli","0.0","0.0","151 west 54th street","8 w 36th st","151 west 54th street","8 w 36th st","0.1111111111111111","0.1111111111111111"
"LinearCombinationMatchingRule","zomato636","yellow_7606","0.0",,"bistro campagne","davanti enoteca","bistro campagne","davanti enoteca","0.0","0.0","4518 n. lincoln avenue","1359 w taylor st","4518 n. lincoln avenue","1359 w taylor st","0.0","0.0"
"LinearCombinationMatchingRule","zomato632","yellow_7600","0.05555555555555555",,"magnolia bakery","delicious cafe","magnolia bakery","delicious cafe","0.0","0.0","block 37, 108 n. state street","3827 n lincoln ave","block 37, 108 n. state street","3827 n lincoln ave","0.1111111111111111","0.1111111111111111"
"LinearCombinationMatchingRule","zomato632","yellow_7601","0.05555555555555555",,"magnolia bakery","yu choy","magnolia bakery","yu choy","0.0","0.0","block 37, 108 n. state street","548 n wells st","block 37, 108 n. state street","548 n wells st","0.1111111111111111","0.1111111111111111"
"LinearCombinationMatchingRule","zomato6808","yellow_2340","0.0",,"the dutch","aj maxwells","the dutch","aj maxwells","0.0","0.0","131 sullivan street","57 w 48th st","131 sullivan street","57 w 48th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato1121","yellow_7290","0.0",,"reverie","ramen-san","reverie","ramen-san","0.0","0.0","414 n. orleans street","59 w hubbard st","414 n. orleans street","59 w hubbard st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6542","yellow_2070","0.07142857142857142",,"hooters","conca cucina italiana","hooters","conca cucina italiana","0.0","0.0","155 w 33rd street","63 w broadway","155 w 33rd street","63 w broadway","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato1121","yellow_7291","0.0",,"reverie","tre soldi","reverie","tre soldi","0.0","0.0","414 n. orleans street","212 e ohio st","414 n. orleans street","212 e ohio st","0.0","0.0"
"LinearCombinationMatchingRule","zomato636","yellow_7604","0.0",,"bistro campagne","chuck e. cheese's","bistro campagne","chuck e. cheese's","0.0","0.0","4518 n. lincoln avenue","1830 w fullerton ave","4518 n. lincoln avenue","1830 w fullerton ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato636","yellow_7605","0.0",,"bistro campagne","perez restaurant","bistro campagne","perez restaurant","0.0","0.0","4518 n. lincoln avenue","853 w randolph st","4518 n. lincoln avenue","853 w randolph st","0.0","0.0"
"LinearCombinationMatchingRule","zomato850","yellow_7819","0.07142857142857142",,"signature room at the 95th","uncommon ground","signature room at the 95th","uncommon ground","0.0","0.0","875 n. michigan avenue","3800 n clark st","875 n. michigan avenue","3800 n clark st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato263","yellow_7229","0.0",,"lito's empanadas","l c pho","lito's empanadas","l c pho","0.0","0.0","2566 n. clark street","2739 w lawrence ave","2566 n. clark street","2739 w lawrence ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato5963","yellow_1434","0.0625",,"brod kitchen","cipriani dolci","brod kitchen","cipriani dolci","0.0","0.0","1201 2nd avenue","89 e 42nd st","1201 2nd avenue","89 e 42nd st","0.125","0.125"
"LinearCombinationMatchingRule","zomato519","yellow_8934","0.05555555555555555",,"doughnut vault","moose grill","doughnut vault","moose grill","0.0","0.0","402 1/2 n. franklin street","7210 n california ave","402 1/2 n. franklin street","7210 n california ave","0.1111111111111111","0.1111111111111111"
"LinearCombinationMatchingRule","zomato263","yellow_7227","0.22916666666666666",,"lito's empanadas","cesar's margarita bar and grill","lito's empanadas","cesar's margarita bar and grill","0.125","0.125","2566 n. clark street","5403 n clark st","2566 n. clark street","5403 n clark st","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","zomato519","yellow_8933","0.0",,"doughnut vault","tokyo lunch box & sake bar","doughnut vault","tokyo lunch box & sake bar","0.0","0.0","402 1/2 n. franklin street","300 s riverside plz ste 110","402 1/2 n. franklin street","300 s riverside plz ste 110","0.0","0.0"
"LinearCombinationMatchingRule","zomato5957","yellow_1428","0.0",,"motorino","8 rivington st restaurant inc","motorino","8 rivington st restaurant inc","0.0","0.0","349 east 12th street","8 rivington st","349 east 12th street","8 rivington st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5957","yellow_1429","0.0",,"motorino","american services","motorino","american services","0.0","0.0","349 east 12th street","160 broadway # 14","349 east 12th street","160 broadway # 14","0.0","0.0"
"LinearCombinationMatchingRule","zomato5963","yellow_1435","0.0",,"brod kitchen","spunto inc","brod kitchen","spunto inc","0.0","0.0","1201 2nd avenue","65 carmine st","1201 2nd avenue","65 carmine st","0.0","0.0"
"LinearCombinationMatchingRule","zomato1110","yellow_7280","0.07142857142857142",,"jane's","shine garden chinese","jane's","shine garden chinese","0.0","0.0","1655 w. cortland street","901 w armitage ave","1655 w. cortland street","901 w armitage ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato1110","yellow_7281","0.0625",,"jane's","umi restaurant","jane's","umi restaurant","0.0","0.0","1655 w. cortland street","2845 w irving park rd","1655 w. cortland street","2845 w irving park rd","0.125","0.125"
"LinearCombinationMatchingRule","zomato536","yellow_8952","0.0",,"r.j. grunts","metropolis rotisseria","r.j. grunts","metropolis rotisseria","0.0","0.0","2056 n. lincoln park west","924 w armitage ave","2056 n. lincoln park west","924 w armitage ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato280","yellow_7259","0.0",,"the winchester","gyu-kaku","the winchester","gyu-kaku","0.0","0.0","1001 n. winchester avenue","1364 w randolph st","1001 n. winchester avenue","1364 w randolph st","0.0","0.0"
"LinearCombinationMatchingRule","zomato536","yellow_8951","0.0625",,"r.j. grunts","joey's shrimp house","r.j. grunts","joey's shrimp house","0.0","0.0","2056 n. lincoln park west","1432 n western ave","2056 n. lincoln park west","1432 n western ave","0.125","0.125"
"LinearCombinationMatchingRule","zomato657","yellow_7628","0.07142857142857142",,"bourgeois pig","kathy's ulitmate soul food","bourgeois pig","kathy's ulitmate soul food","0.0","0.0","738 w. fullerton avenue","6204 w north ave","738 w. fullerton avenue","6204 w north ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato657","yellow_7627","0.07142857142857142",,"bourgeois pig","han bat restaurant","bourgeois pig","han bat restaurant","0.0","0.0","738 w. fullerton avenue","2723 w lawrence ave","738 w. fullerton avenue","2723 w lawrence ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato860","yellow_7818","0.0",,"dimo's pizza","el norte restaurant","dimo's pizza","el norte restaurant","0.0","0.0","3463 n. clark street","1437 w highland ave","3463 n. clark street","1437 w highland ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato860","yellow_7816","0.07142857142857142",,"dimo's pizza","rosebud trattoria","dimo's pizza","rosebud trattoria","0.0","0.0","3463 n. clark street","445 n dearborn st","3463 n. clark street","445 n dearborn st","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato653","yellow_7623","0.0",,"nana","hacienda","nana","hacienda","0.0","0.0","3267 s. halsted street","855 w north ave","3267 s. halsted street","855 w north ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato860","yellow_7817","0.17142857142857143",,"dimo's pizza","danny's restaurant","dimo's pizza","danny's restaurant","0.2","0.2","3463 n. clark street","6310 n western ave","3463 n. clark street","6310 n western ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato653","yellow_7622","0.0",,"nana","leonardo's ristorante tuscan","nana","leonardo's ristorante tuscan","0.0","0.0","3267 s. halsted street","5657 n clark st","3267 s. halsted street","5657 n clark st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5984","yellow_1457","0.0",,"a.o.c.","lips","a.o.c.","lips","0.0","0.0","314 bleecker street","2 bank st","314 bleecker street","2 bank st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5984","yellow_1456","0.0",,"a.o.c.","hung cuong seafood inc","a.o.c.","hung cuong seafood inc","0.0","0.0","314 bleecker street","19 henry st","314 bleecker street","19 henry st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5936","yellow_1406","0.0",,"silver moon bakery & cafe","new centre buffet restaurant","silver moon bakery & cafe","new centre buffet restaurant","0.0","0.0","2740 broadway","199 centre st","2740 broadway","199 centre st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5936","yellow_1407","0.0",,"silver moon bakery & cafe","pearl diner","silver moon bakery & cafe","pearl diner","0.0","0.0","2740 broadway","212 pearl st","2740 broadway","212 pearl st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6742","yellow_2269","0.0",,"novita","wogies bar","novita","wogies bar","0.0","0.0","102 e 22nd street","39 greenwich ave","102 e 22nd street","39 greenwich ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato670","yellow_7651","0.07142857142857142",,"bull & bear","house of wah sun","bull & bear","house of wah sun","0.0","0.0","431 n. wells street","4319 n lincoln ave","431 n. wells street","4319 n lincoln ave","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","zomato6556","yellow_2084","0.0",,"eatery","arno ristorante","eatery","arno ristorante","0.0","0.0","798 9th avenue","525 fashion ave","798 9th avenue","525 fashion ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato6556","yellow_2083","0.0",,"eatery","je'bon restaurant","eatery","je'bon restaurant","0.0","0.0","798 9th avenue","15 saint marks pl","798 9th avenue","15 saint marks pl","0.0","0.0"
"LinearCombinationMatchingRule","zomato670","yellow_7650","0.0",,"bull & bear","la lena restaurant","bull & bear","la lena restaurant","0.0","0.0","431 n. wells street","3758 w north ave","431 n. wells street","3758 w north ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato5815","yellow_2750","0.0",,"live bait","prime cafe","live bait","prime cafe","0.0","0.0","14 e 23rd street","125 w 26th st","14 e 23rd street","125 w 26th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5988","yellow_1453","0.0",,"taqueria y fonda la mexicana","gen ramen house","taqueria y fonda la mexicana","gen ramen house","0.0","0.0","968 amsterdam avenue","112 eldridge st","968 amsterdam avenue","112 eldridge st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5988","yellow_1452","0.0",,"taqueria y fonda la mexicana","boqueria","taqueria y fonda la mexicana","boqueria","0.0","0.0","968 amsterdam avenue","53 w 19th st","968 amsterdam avenue","53 w 19th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5811","yellow_2754","0.0",,"pescatore","yi zhang fishball & snacks restaurant","pescatore","yi zhang fishball & snacks restaurant","0.0","0.0","955 2nd avenue","41 monroe st","955 2nd avenue","41 monroe st","0.0","0.0"
"LinearCombinationMatchingRule","zomato1446","yellow_6140","0.0",,"hashbrowns","dawali mediterranean kitchen","hashbrowns","dawali mediterranean kitchen","0.0","0.0","731 w. maxwell street","1625 n halsted st","731 w. maxwell street","1625 n halsted st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5988","yellow_1455","0.0",,"taqueria y fonda la mexicana","jin s wang sushi store","taqueria y fonda la mexicana","jin s wang sushi store","0.0","0.0","968 amsterdam avenue","149 w 4th st","968 amsterdam avenue","149 w 4th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato5811","yellow_2753","0.0",,"pescatore","lucky garden restaurant","pescatore","lucky garden restaurant","0.0","0.0","955 2nd avenue","34 pell st","955 2nd avenue","34 pell st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6535","yellow_2069","0.0",,"an choi","singh's roti","an choi","singh's roti","0.0","0.0","85 orchard street","131 liberty st # 14","85 orchard street","131 liberty st # 14","0.0","0.0"
"LinearCombinationMatchingRule","zomato6849","yellow_2382","0.0",,"el centro","sui","el centro","sui","0.0","0.0","824 9th avenue","54 spring st","824 9th avenue","54 spring st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6604","yellow_2124","0.0",,"cowgirl seahorse","two boots hell's kitchen","cowgirl seahorse","two boots hell's kitchen","0.0","0.0","259 front street","625 9th ave","259 front street","625 9th ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato6604","yellow_2123","0.0",,"cowgirl seahorse","q j restaurant inc","cowgirl seahorse","q j restaurant inc","0.0","0.0","259 front street","5 catherine st","259 front street","5 catherine st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6849","yellow_2381","0.0",,"el centro","osaka japanese restaurant","el centro","osaka japanese restaurant","0.0","0.0","824 9th avenue","352 3rd ave","824 9th avenue","352 3rd ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato6505","yellow_2031","0.0",,"toro","hokkaido sushi","toro","hokkaido sushi","0.0","0.0","85 10th avenue","1817 2nd ave","85 10th avenue","1817 2nd ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato6505","yellow_2032","0.08333333333333333",,"toro","yoshi sushi","toro","yoshi sushi","0.0","0.0","85 10th avenue","131 avenue a","85 10th avenue","131 avenue a","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","zomato6721","yellow_2247","0.26666666666666666",,"the flame restaurant","ralphs italian restaurant","the flame restaurant","ralphs italian restaurant","0.2","0.2","893 9th avenue","862 9th ave","893 9th avenue","862 9th ave","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","zomato6952","yellow_2490","0.0",,"miss korea bbq","qi","miss korea bbq","qi","0.0","0.0","10 west 32nd street","31 w 14th st","10 west 32nd street","31 w 14th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6721","yellow_2248","0.0625",,"the flame restaurant","squisito","the flame restaurant","squisito","0.0","0.0","893 9th avenue","64 e 34th st","893 9th avenue","64 e 34th st","0.125","0.125"
"LinearCombinationMatchingRule","zomato6953","yellow_2492","0.0",,"tick tock diner","famous original ray's pizza","tick tock diner","famous original ray's pizza","0.0","0.0","481 8th avenue","811 lexington ave # 1","481 8th avenue","811 lexington ave # 1","0.0","0.0"
"LinearCombinationMatchingRule","zomato6952","yellow_2492","0.0",,"miss korea bbq","famous original ray's pizza","miss korea bbq","famous original ray's pizza","0.0","0.0","10 west 32nd street","811 lexington ave # 1","10 west 32nd street","811 lexington ave # 1","0.0","0.0"
"LinearCombinationMatchingRule","zomato6953","yellow_2491","0.0",,"tick tock diner","yangpyung seoul haejanguk","tick tock diner","yangpyung seoul haejanguk","0.0","0.0","481 8th avenue","43 w 33rd st ste 1","481 8th avenue","43 w 33rd st ste 1","0.0","0.0"
"LinearCombinationMatchingRule","zomato6510","yellow_2046","0.0",,"somtum der","the manhattan club hotel and suites","somtum der","the manhattan club hotel and suites","0.0","0.0","85 avenue a","200 w 56th st","85 avenue a","200 w 56th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6722","yellow_2247","0.0",,"toast","ralphs italian restaurant","toast","ralphs italian restaurant","0.0","0.0","2737 broadway","862 9th ave","2737 broadway","862 9th ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato3224","yellow_2990","0.0",,"public school 818","east india grill","public school 818","east india grill","0.0","0.0","15300 ventura blvd","345 n la brea ave","15300 ventura blvd","345 n la brea ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato6858","yellow_2392","0.0625",,"bar pitti","superiority burger","bar pitti","superiority burger","0.0","0.0","268 6th avenue","430 e 9th st","268 6th avenue","430 e 9th st","0.125","0.125"
"LinearCombinationMatchingRule","zomato6858","yellow_2391","0.0",,"bar pitti","little italy pizza","bar pitti","little italy pizza","0.0","0.0","268 6th avenue","214 w 92nd st","268 6th avenue","214 w 92nd st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6722","yellow_2248","0.0",,"toast","squisito","toast","squisito","0.0","0.0","2737 broadway","64 e 34th st","2737 broadway","64 e 34th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6510","yellow_2048","0.0",,"somtum der","new venus restaurant","somtum der","new venus restaurant","0.0","0.0","85 avenue a","252 8th ave","85 avenue a","252 8th ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato6838","yellow_2370","0.0",,"pdt (please don't tell)","kailash parbat","pdt (please don't tell)","kailash parbat","0.0","0.0","113 saint marks place","99 lexington ave","113 saint marks place","99 lexington ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato6513","yellow_2047","0.0",,"the masalawala","tokyo bar","the masalawala","tokyo bar","0.0","0.0","179 essex street","277 church st","179 essex street","277 church st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6513","yellow_2048","0.0",,"the masalawala","new venus restaurant","the masalawala","new venus restaurant","0.0","0.0","179 essex street","252 8th ave","179 essex street","252 8th ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato3218","yellow_2972","0.0",,"taco plus","spring street smokehouse","taco plus","spring street smokehouse","0.0","0.0","1525 s bundy dr","640 n spring st","1525 s bundy dr","640 n spring st","0.0","0.0"
"LinearCombinationMatchingRule","zomato3218","yellow_2971","0.0625",,"taco plus","jasmine's restaurant","taco plus","jasmine's restaurant","0.0","0.0","1525 s bundy dr","2201 s san pedro st","1525 s bundy dr","2201 s san pedro st","0.125","0.125"
"LinearCombinationMatchingRule","zomato6516","yellow_2044","0.0",,"del frisco's grille","little basil","del frisco's grille","little basil","0.0","0.0","50 rockefeller plaza","153 e 26th st","50 rockefeller plaza","153 e 26th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6704","yellow_2229","0.0",,"sushi yasaka","japonica","sushi yasaka","japonica","0.0","0.0","251 west 72nd street","100 university pl","251 west 72nd street","100 university pl","0.0","0.0"
"LinearCombinationMatchingRule","zomato6516","yellow_2043","0.0",,"del frisco's grille","go sushi","del frisco's grille","go sushi","0.0","0.0","50 rockefeller plaza","982 2nd ave","50 rockefeller plaza","982 2nd ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato6710","yellow_2235","0.0",,"suteishi","malaparte","suteishi","malaparte","0.0","0.0","24 peck slip","753 washington st","24 peck slip","753 washington st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6710","yellow_2236","0.0",,"suteishi","calcutta restaurant inc","suteishi","calcutta restaurant inc","0.0","0.0","24 peck slip","324 e 6th st","24 peck slip","324 e 6th st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6710","yellow_2233","0.0",,"suteishi","hing shing seafood store","suteishi","hing shing seafood store","0.0","0.0","24 peck slip","67 eldridge st","24 peck slip","67 eldridge st","0.0","0.0"
"LinearCombinationMatchingRule","zomato3219","yellow_2972","0.0",,"weiler's delicatessen","spring street smokehouse","weiler's delicatessen","spring street smokehouse","0.0","0.0","21161 victory blvd, canoga park","640 n spring st","21161 victory blvd, canoga park","640 n spring st","0.0","0.0"
"LinearCombinationMatchingRule","zomato3219","yellow_2971","0.1",,"weiler's delicatessen","jasmine's restaurant","weiler's delicatessen","jasmine's restaurant","0.2","0.2","21161 victory blvd, canoga park","2201 s san pedro st","21161 victory blvd, canoga park","2201 s san pedro st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6847","yellow_2380","0.0",,"craftbar","becketts","craftbar","becketts","0.0","0.0","900 broadway","81 pearl st frnt a","900 broadway","81 pearl st frnt a","0.0","0.0"
"LinearCombinationMatchingRule","zomato6522","yellow_2057","0.0",,"hot & crusty bagel cafe","blaue gans","hot & crusty bagel cafe","blaue gans","0.0","0.0","2393 broadway","139 duane st","2393 broadway","139 duane st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6524","yellow_2059","0.0",,"molly's","florent","molly's","florent","0.0","0.0","287 3rd avenue","69 gansevoort st","287 3rd avenue","69 gansevoort st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6522","yellow_2058","0.0",,"hot & crusty bagel cafe","flight 151","hot & crusty bagel cafe","flight 151","0.0","0.0","2393 broadway","151 8th ave frnt 1","2393 broadway","151 8th ave frnt 1","0.0","0.0"
"LinearCombinationMatchingRule","zomato6524","yellow_2058","0.0",,"molly's","flight 151","molly's","flight 151","0.0","0.0","287 3rd avenue","151 8th ave frnt 1","287 3rd avenue","151 8th ave frnt 1","0.0","0.0"
"LinearCombinationMatchingRule","zomato6630","yellow_2164","0.0",,"epicerie boulud","the grange bar & eatery","epicerie boulud","the grange bar & eatery","0.0","0.0","1900 broadway","1635 amsterdam ave","1900 broadway","1635 amsterdam ave","0.0","0.0"
"LinearCombinationMatchingRule","zomato6525","yellow_2059","0.0",,"maison kayser","florent","maison kayser","florent","0.0","0.0","1294 3rd avenue","69 gansevoort st","1294 3rd avenue","69 gansevoort st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6525","yellow_2057","0.0",,"maison kayser","blaue gans","maison kayser","blaue gans","0.0","0.0","1294 3rd avenue","139 duane st","1294 3rd avenue","139 duane st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6630","yellow_2163","0.0",,"epicerie boulud","asia culture from heavenly","epicerie boulud","asia culture from heavenly","0.0","0.0","1900 broadway","10 e 39th st # a","1900 broadway","10 e 39th st # a","0.0","0.0"
"LinearCombinationMatchingRule","zomato6527","yellow_2053","0.1",,"shorty's","vanessa's dumpling house","shorty's","vanessa's dumpling house","0.2","0.2","576 9th avenue","118 eldridge st","576 9th avenue","118 eldridge st","0.0","0.0"
"LinearCombinationMatchingRule","zomato6527","yellow_2054","0.0625",,"shorty's","el rio grande","shorty's","el rio grande","0.0","0.0","576 9th avenue","160 e 38th st","576 9th avenue","160 e 38th st","0.125","0.125"
"LinearCombinationMatchingRule","zomato6527","yellow_2055","0.1875",,"shorty's","patsy's pizzeria","shorty's","patsy's pizzeria","0.25","0.25","576 9th avenue","61 w 74th st","576 9th avenue","61 w 74th st","0.125","0.125"
"LinearCombinationMatchingRule","zomato6641","yellow_2179","0.0",,"the 5 and diamond restaurant","sapphire indian cuisine","the 5 and diamond restaurant","sapphire indian cuisine","0.0","0.0","2072 frederick douglass boulevard","1845 broadway","2072 frederick douglass boulevard","1845 broadway","0.0","0.0"
"LinearCombinationMatchingRule","zomato6642","yellow_2178","0.125",,"ristorante sant ambroeus","fuji japanese restaurant","ristorante sant ambroeus","fuji japanese restaurant","0.0","0.0","259 w 4th street","238 w 56th st","259 w 4th street","238 w 56th st","0.25","0.25"
"LinearCombinationMatchingRule","zomato1891","yellow_26317","0.0",,"wabi house","papa joes backyard bbq","wabi house","papa joes backyard bbq","0.0","0.0","1802 greenville avenue, suite 100","1233 newport ave","1802 greenville avenue, suite 100","1233 newport ave","0.0","0.0"
